DATE,LXXRSA
2007-03-01,268.747288055135
2007-04-01,266.429017524148
2007-05-01,264.244427108543
2007-06-01,261.322920658399
2007-07-01,258.48894285179796
2007-08-01,254.848849468595
2007-09-01,251.299554134745
2007-10-01,247.006911889809
2007-11-01,239.23402819273
2007-12-01,233.11457113507703
2008-01-01,226.11181236789798
2008-02-01,217.77170682605
2008-03-01,210.580933736507
2008-04-01,205.100127368473
2008-05-01,199.432809907734
2008-06-01,195.133701291599
2008-07-01,190.67641080293302
2008-08-01,186.649917854128
2008-09-01,181.84590982244998
2008-10-01,178.067675566935
2008-11-01,174.95123168832802
2008-12-01,171.44441920888
2009-01-01,167.831147003188
2009-02-01,165.545486924085
2009-03-01,163.739988232819
2009-04-01,161.545214418148
2009-05-01,159.83676785046302
2009-06-01,160.31148036078199
2009-07-01,162.211874625097
2009-08-01,164.25973655612302
2009-09-01,165.530054532729
2009-10-01,166.889526014236
2009-11-01,168.919271979346
2009-12-01,171.58607163511002
2010-01-01,174.441162320245
2010-02-01,174.465882435637
2010-03-01,173.670358919758
2010-04-01,174.03692906033797
2010-05-01,175.155697888542
2010-06-01,174.796076038424
2010-07-01,174.23022962811797
2010-08-01,172.971360743039
2010-09-01,172.78888357900001
2010-10-01,172.597037441649
2010-11-01,172.688963681667
2010-12-01,171.43611585777901
2011-01-01,171.510367844642
2011-02-01,170.947817003844
2011-03-01,170.69116403101802
2011-04-01,170.128131808059
2011-05-01,169.202412489141
2011-06-01,168.558914040292
2011-07-01,167.961162580601
2011-08-01,166.931313427758
2011-09-01,165.72738279978202
2011-10-01,164.287729845298
2011-11-01,163.61636772588002
2011-12-01,162.807790463816
2012-01-01,162.458509244042
2012-02-01,162.114525773644
2012-03-01,162.30964839829
2012-04-01,163.677955416886
2012-05-01,165.540064781903
2012-06-01,167.25356978546
2012-07-01,168.659461625153
2012-08-01,170.66001847120398
2012-09-01,172.70877905337397
2012-10-01,174.792698488648
2012-11-01,176.545752615103
2012-12-01,179.58009726401198
2013-01-01,182.199629178974
2013-02-01,184.881948746913
2013-03-01,188.948064549729
2013-04-01,193.853871903657
2013-05-01,196.939537020444
2013-06-01,200.325282851755
2013-07-01,203.83348806882702
2013-08-01,207.94218277444
2013-09-01,210.764686604721
2013-10-01,213.691760061832
2013-11-01,215.07574995291
2013-12-01,216.16542445297299
2014-01-01,216.565508512533
2014-02-01,218.28798896647598
2014-03-01,220.09387758132598
2014-04-01,220.494470367562
2014-05-01,220.82924317635
2014-06-01,221.418788922686
2014-07-01,222.038705427175
2014-08-01,222.113533636096
2014-09-01,222.780659779612
2014-10-01,224.504405431202
2014-11-01,226.331680612846
2014-12-01,228.00002085593
2015-01-01,228.260495368558
2015-02-01,230.322264453397
2015-03-01,231.60097494084
2015-04-01,233.083202343421
2015-05-01,234.20453578657998
2015-06-01,235.053284239264
2015-07-01,235.650477822516
2015-08-01,236.24107773083801
2015-09-01,237.295756224182
2015-10-01,238.594244873624
2015-11-01,240.11453220994
2015-12-01,241.662547336492
2016-01-01,243.48982397814098
2016-02-01,245.241625154891
2016-03-01,245.797754434529
2016-04-01,246.341761919982
2016-05-01,246.751342204875
2016-06-01,247.538137470487
2016-07-01,248.861455441784
2016-08-01,250.18922026903098
2016-09-01,251.470547971096
2016-10-01,252.102744730587
2016-11-01,253.26193526351102
2016-12-01,254.62198960494098
2017-01-01,256.23528141815603
2017-02-01,256.917149566519
2017-03-01,258.265861841697
2017-04-01,258.692698857181
2017-05-01,260.308020687638
2017-06-01,261.307943465616
2017-07-01,264.321588194186
2017-08-01,265.574658199961
2017-09-01,267.17526880405103
2017-10-01,268.487572933441
2017-11-01,271.014443528894
2017-12-01,273.360956200226
2018-01-01,275.16445880015
2018-02-01,277.529030417541
2018-03-01,278.45696447165795
2018-04-01,279.504648763635
2018-05-01,279.538787377415
2018-06-01,280.50602911967496
2018-07-01,281.233513578062
2018-08-01,282.13530570794103
2018-09-01,282.145178748042
2018-10-01,283.018560459088
2018-11-01,282.65241326732
2018-12-01,283.657913999522
2019-01-01,282.682279844429
2019-02-01,282.20311139679296
2019-03-01,281.685443100096
2019-04-01,282.834403643285
2019-05-01,284.394527975441
2019-06-01,284.315226155879
2019-07-01,284.454447443365
2019-08-01,285.27045732460095
2019-09-01,287.084922377539
2019-10-01,288.767933249021
2019-11-01,290.457686428596
2019-12-01,291.244346871517
2020-01-01,292.326528095745
2020-02-01,292.740639663372
2020-03-01,293.301198533697
2020-04-01,293.81123927200804
2020-05-01,293.947307515931
2020-06-01,295.051217266281
2020-07-01,299.672149811686
2020-08-01,305.042038828297
2020-09-01,309.328014437094
2020-10-01,313.302122329533
2020-11-01,316.95036772719
2020-12-01,320.714005453382
2021-01-01,324.201063080006
2021-02-01,328.005394195882
2021-03-01,332.402318797392
2021-04-01,336.727064811889
2021-05-01,343.398497450562
2021-06-01,349.895925295604
2021-07-01,356.736059985198
2021-08-01,361.546586707304
2021-09-01,366.176168277487
2021-10-01,371.837787963285
2021-11-01,377.406208310518
2021-12-01,382.175335223761
2022-01-01,388.530996343543
2022-02-01,400.30652468366304
2022-03-01,409.289945813172
2022-04-01,415.231998603808
2022-05-01,418.918939762109
2022-06-01,416.99023374617303
2022-07-01,412.429616218883
2022-08-01,405.118294754001
2022-09-01,398.65026195688597
2022-10-01,396.956171948055
2022-11-01,394.306469090746
2022-12-01,392.55847825639603
